timestamp_iso,timestamp_ms,balance,investmentValue,loanTotal,totalDeposits,profit,netWorth,lifetimePnL
2026-04-10T21:15:14+00:00,1775855714000,3799.08,9614.66,2298.43,13947.7,-533.31,13413.74,-533.96
2026-04-10T21:40:43+00:00,1775857243000,3799.08,9615.26,2298.43,13947.7,-532.71,13414.34,-533.36
2026-04-10T22:14:43+00:00,1775859283000,3802.08,9614.76,2298.43,13950.7,-533.21,13416.84,-533.86
2026-04-10T22:47:51+00:00,1775861271000,3802.08,9614.76,2298.43,13950.7,-533.21,13416.84,-533.86
2026-04-10T23:17:51+00:00,1775863071000,3805.08,9629.64,2298.43,13953.7,-518.33,13434.72,-518.98
2026-04-11T00:13:51+00:00,1775866431000,3805.08,9629.71,2298.43,13953.7,-518.26,13434.79,-518.91
2026-04-11T00:43:31+00:00,1775868211000,3805.08,9638.43,2298.43,13953.7,-509.54,13443.51,-510.19
2026-04-11T01:15:56+00:00,1775870156000,3805.08,9639.24,2298.43,13953.7,-508.73,13444.32,-509.37
2026-04-11T01:48:01+00:00,1775872081000,3805.08,9640.34,2298.43,13953.7,-507.63,13445.42,-508.28
2026-04-11T02:18:02+00:00,1775873882000,3808.08,9641.41,2298.43,13956.7,-506.55,13449.5,-507.2
2026-04-11T02:51:16+00:00,1775875876000,3808.08,9662.93,2298.43,13956.7,-485.04,13471.01,-485.68
2026-04-11T04:34:48+00:00,1775882088000,3808.08,9659.0,2298.43,13956.7,-488.97,13467.08,-489.62
2026-04-11T05:34:27+00:00,1775885667000,3808.08,9654.78,2298.43,13956.7,-493.19,13462.86,-493.84
2026-04-11T06:04:34+00:00,1775887474000,3808.08,9654.78,2298.43,13956.7,-493.19,13462.86,-493.84
2026-04-11T06:37:01+00:00,1775889421000,3808.08,9654.78,2298.43,13956.7,-493.19,13462.86,-493.84
2026-04-11T07:15:01+00:00,1775891701000,3808.08,9655.5,2298.43,13956.7,-492.47,13463.58,-493.12
2026-04-11T07:46:46+00:00,1775893606000,3808.08,9657.74,2298.43,13956.7,-490.23,13465.82,-490.88
2026-04-11T08:44:53+00:00,1775897093000,3812.08,9714.87,2298.43,13961.7,-434.1,13526.95,-434.75
2026-04-11T09:14:51+00:00,1775898891000,3812.08,9714.87,2298.43,13961.7,-434.1,13526.95,-434.75
2026-04-11T10:02:07+00:00,1775901727000,3812.08,9702.41,2298.43,13961.7,-446.56,13514.49,-447.21
2026-04-11T10:47:08+00:00,1775904428000,3922.76,9592.16,2409.11,13961.7,-446.13,13514.92,-446.78
2026-04-11T11:35:43+00:00,1775907343000,3922.76,9591.1,2409.11,13961.7,-447.19,13513.86,-447.84
2026-04-11T12:23:09+00:00,1775910189000,3922.76,9591.1,2409.11,13961.7,-447.19,13513.86,-447.84
2026-04-11T13:49:30+00:00,1775915370000,3922.76,9591.16,2409.11,13961.7,-447.13,13513.92,-447.78
2026-04-11T14:34:02+00:00,1775918042000,3922.76,9580.86,2409.11,13961.7,-457.42,13503.63,-458.07
2026-04-11T15:57:50+00:00,1775923070000,3922.76,9580.54,2409.11,13961.7,-457.75,13503.3,-458.39
2026-04-11T17:19:20+00:00,1775927960000,3922.76,9579.32,2409.11,13961.7,-458.97,13502.08,-459.62
2026-04-11T17:55:44+00:00,1775930144000,3922.76,9582.57,2409.11,13961.7,-455.72,13505.33,-456.37
2026-04-11T18:33:26+00:00,1775932406000,3922.76,9582.74,2409.11,13961.7,-455.55,13505.5,-456.2
2026-04-11T19:12:01+00:00,1775934721000,3922.76,9583.92,2409.11,13961.7,-454.37,13506.68,-455.01
2026-04-11T19:48:45+00:00,1775936925000,3922.76,9573.02,2409.11,13961.7,-465.27,13495.79,-465.91
2026-04-11T20:29:06+00:00,1775939346000,3922.76,9567.87,2409.11,13961.7,-470.42,13490.63,-471.06
2026-04-11T21:01:40+00:00,1775941300000,3922.76,9578.75,2409.11,13961.7,-459.53,13501.52,-460.18
2026-04-11T21:41:58+00:00,1775943718000,3922.76,9579.99,2409.11,13961.7,-458.3,13502.75,-458.95
2026-04-11T23:45:33+00:00,1775951133000,3922.76,9585.3,2409.11,13961.7,-452.99,13508.06,-453.64
2026-04-12T00:26:43+00:00,1775953603000,3922.76,9585.3,2409.11,13961.7,-452.99,13508.06,-453.64
2026-04-12T01:49:51+00:00,1775958591000,3922.76,9569.78,2409.11,13961.7,-468.51,13492.54,-469.15
2026-04-12T02:31:33+00:00,1775961093000,3922.76,9587.35,2409.11,13961.7,-450.94,13510.12,-451.58
2026-04-12T03:05:14+00:00,1775963114000,3922.76,9587.39,2409.11,13961.7,-450.9,13510.15,-451.55
2026-04-12T03:44:10+00:00,1775965450000,3922.76,9598.26,2409.11,13961.7,-440.03,13521.02,-440.68
2026-04-12T04:29:13+00:00,1775968153000,3925.76,9615.2,2409.11,13964.7,-423.09,13540.96,-423.74
2026-04-12T05:10:31+00:00,1775970631000,3925.76,9615.24,2409.11,13964.7,-423.05,13541.0,-423.7
2026-04-12T06:35:03+00:00,1775975703000,3931.76,9615.24,2409.11,13970.7,-423.05,13547.0,-423.7
2026-04-12T07:13:07+00:00,1775977987000,3931.76,9627.97,2409.11,13970.7,-410.32,13559.73,-410.96
2026-04-12T07:52:46+00:00,1775980366000,3931.76,9633.26,2409.11,13970.7,-405.03,13565.02,-405.68
2026-04-12T09:08:41+00:00,1775984921000,3935.76,9633.76,2409.11,13975.7,-405.53,13569.52,-406.17
2026-04-12T10:43:57+00:00,1775990637000,3935.76,9633.75,2409.11,13975.7,-405.54,13569.52,-406.18
2026-04-12T11:25:50+00:00,1775993150000,4443.92,9209.49,2373.45,14056.71,-402.66,13653.4,-403.3
2026-04-12T11:38:08+00:00,1775993888000,4443.92,9209.49,2373.45,14056.71,-402.66,13653.4,-403.3
2026-04-12T12:44:06+00:00,1775997846000,4550.3,9103.11,2479.83,14056.71,-402.66,13653.4,-403.3
2026-04-12T14:00:00+00:00,1776002400000,4550.3,9105.77,2479.83,14056.71,-399.99,13656.07,-400.64
2026-04-12T14:36:44+00:00,1776004604000,4550.3,9103.68,2479.83,14056.71,-402.09,13653.97,-402.73
2026-04-12T15:12:46+00:00,1776006766000,4553.3,9114.94,2479.83,14059.71,-390.83,13668.23,-391.48
2026-04-12T15:49:00+00:00,1776008940000,4553.3,9125.05,2479.83,14059.71,-380.71,13678.35,-381.36
2026-04-12T16:25:00+00:00,1776011100000,4553.3,9137.46,2479.83,14059.71,-368.31,13690.75,-368.96
2026-04-12T18:54:24+00:00,1776020064000,4553.3,9144.02,2479.83,14059.71,-361.74,13697.32,-362.39
2026-04-12T19:34:35+00:00,1776022475000,4553.3,9140.67,2479.83,14059.71,-365.1,13693.96,-365.75
2026-04-12T20:10:48+00:00,1776024648000,4553.3,9140.67,2479.83,14059.71,-365.1,13693.96,-365.75
2026-04-12T20:44:17+00:00,1776026657000,4553.3,9149.49,2479.83,14059.71,-356.28,13702.78,-356.93
2026-04-12T21:27:56+00:00,1776029276000,4553.3,9149.35,2479.83,14059.71,-356.42,13702.64,-357.06
2026-04-12T21:59:38+00:00,1776031178000,4553.3,9115.77,2479.83,14059.71,-390.0,13669.06,-390.64
2026-04-12T22:36:13+00:00,1776033373000,4553.3,9136.91,2479.83,14059.71,-368.86,13690.21,-369.5
2026-04-13T00:27:15+00:00,1776040035000,4553.3,9335.98,2479.83,14059.71,-169.79,13889.28,-170.43
2026-04-13T01:45:11+00:00,1776044711000,4556.3,9316.08,2479.83,14062.71,-189.69,13872.37,-190.34
2026-04-13T02:24:05+00:00,1776047045000,4556.3,9316.08,2479.83,14062.71,-189.69,13872.37,-190.34
2026-04-13T03:45:50+00:00,1776051950000,4556.3,9343.75,2479.83,14062.71,-162.02,13900.04,-162.66
2026-04-13T04:24:22+00:00,1776054262000,4556.3,9343.75,2479.83,14062.71,-162.02,13900.04,-162.66
2026-04-13T05:05:20+00:00,1776056720000,4556.3,9343.75,2479.83,14062.71,-162.02,13900.04,-162.66
2026-04-13T05:46:11+00:00,1776059171000,4556.3,9338.95,2479.83,14062.71,-166.81,13895.25,-167.46
2026-04-13T06:25:07+00:00,1776061507000,4556.3,9319.22,2479.83,14062.71,-186.54,13875.52,-187.19
2026-04-13T07:00:27+00:00,1776063627000,4556.3,9336.17,2479.83,14062.71,-169.6,13892.47,-170.24
2026-04-13T08:25:31+00:00,1776068731000,4560.3,9338.94,2479.83,14067.71,-167.83,13899.24,-168.47
2026-04-13T09:50:05+00:00,1776073805000,4560.3,9338.94,2479.83,14067.71,-167.83,13899.24,-168.47
2026-04-13T10:37:55+00:00,1776076675000,4560.3,9356.28,2479.83,14067.71,-150.49,13916.58,-151.13
2026-04-13T11:57:48+00:00,1776081468000,4566.3,9361.5,2479.83,14073.71,-145.27,13927.79,-145.91
2026-04-13T12:33:36+00:00,1776083616000,4675.03,9252.53,2588.57,14073.71,-145.51,13927.56,-146.15
2026-04-13T13:03:06+00:00,1776085386000,4675.03,9251.47,2588.57,14073.71,-146.57,13926.5,-147.21
2026-04-13T13:38:54+00:00,1776087534000,4675.03,9219.61,2588.57,14073.71,-178.43,13894.64,-179.07
2026-04-13T14:17:33+00:00,1776089853000,4675.03,9221.74,2588.57,14073.71,-176.29,13896.78,-176.93
2026-04-13T16:30:55+00:00,1776097855000,4678.03,9230.29,2588.57,14076.71,-167.74,13908.33,-168.38
2026-04-13T17:08:54+00:00,1776100134000,4678.03,9229.36,2588.57,14076.71,-168.68,13907.39,-169.32
2026-04-13T17:43:50+00:00,1776102230000,4678.03,9231.65,2588.57,14076.71,-166.37,13909.69,-167.02
2026-04-13T19:09:51+00:00,1776107391000,4684.03,9289.03,2588.57,14082.71,-108.99,13973.07,-109.64
2026-04-13T19:45:50+00:00,1776109550000,4684.03,9267.23,2588.57,14082.71,-130.79,13951.26,-131.45
2026-04-13T20:23:55+00:00,1776111835000,4684.03,9269.32,2588.57,14082.71,-128.7,13953.35,-129.35
2026-04-13T21:01:55+00:00,1776114115000,4687.03,9231.08,2588.57,14085.71,-166.95,13918.11,-167.6
2026-04-13T21:41:01+00:00,1776116461000,4687.03,9226.7,2588.57,14085.71,-171.33,13913.73,-171.98
2026-04-13T22:19:34+00:00,1776118774000,4687.03,9227.05,2588.57,14085.71,-170.97,13914.09,-171.62
2026-04-13T22:55:52+00:00,1776120952000,4687.03,9232.54,2588.57,14085.71,-165.49,13919.57,-166.14
2026-04-14T00:16:06+00:00,1776125766000,4687.03,9218.37,2588.57,14085.71,-179.65,13905.41,-180.3
2026-04-14T00:55:59+00:00,1776128159000,4687.03,9218.37,2588.57,14085.71,-179.65,13905.41,-180.3
2026-04-14T01:35:05+00:00,1776130505000,4687.03,9218.37,2588.57,14085.71,-179.65,13905.41,-180.3
2026-04-14T02:12:49+00:00,1776132769000,4687.03,9218.37,2588.57,14085.71,-179.65,13905.41,-180.3
2026-04-14T02:52:59+00:00,1776135179000,4687.03,9222.12,2588.57,14085.71,-175.9,13909.15,-176.55
2026-04-14T04:47:46+00:00,1776142066000,4687.03,9138.51,2588.57,14085.71,-259.52,13825.54,-260.17
2026-04-14T05:24:40+00:00,1776144280000,4687.03,9138.51,2588.57,14085.71,-259.52,13825.54,-260.17
2026-04-14T06:00:45+00:00,1776146445000,4687.03,9138.51,2588.57,14085.71,-259.52,13825.54,-260.17
2026-04-14T06:39:39+00:00,1776148779000,4687.03,9138.51,2588.57,14085.71,-259.52,13825.54,-260.17
2026-04-14T07:13:31+00:00,1776150811000,4690.03,9053.52,2588.57,14088.71,-344.5,13743.55,-345.16
2026-04-14T08:24:36+00:00,1776155076000,4697.03,8938.51,2588.57,14096.71,-460.52,13635.54,-461.17
2026-04-14T09:47:18+00:00,1776160038000,4700.03,8939.92,2588.57,14099.71,-459.1,13639.95,-459.76
2026-04-14T10:39:11+00:00,1776163151000,4700.03,8977.6,2588.57,14099.71,-421.42,13677.64,-422.07
2026-04-14T11:18:53+00:00,1776165533000,4700.03,8977.6,2588.57,14099.71,-421.42,13677.64,-422.07
2026-04-14T11:40:01+00:00,1776166801000,4700.03,8977.84,2588.57,14099.71,-421.18,13677.88,-421.83
2026-04-14T13:10:47+00:00,1776172247000,4700.03,8989.22,2588.57,14099.71,-409.8,13689.25,-410.46
2026-04-14T13:45:47+00:00,1776174347000,4700.03,9011.24,2588.57,14099.71,-387.78,13711.27,-388.43
2026-04-14T14:52:50+00:00,1776178370000,4703.03,8981.67,2588.57,14102.71,-417.35,13684.71,-418.0
2026-04-14T16:16:21+00:00,1776183381000,4703.03,8942.62,2588.57,14102.71,-456.4,13645.66,-457.05
2026-04-14T16:45:53+00:00,1776185153000,4706.03,8942.3,2588.57,14105.71,-456.72,13648.34,-457.37
2026-04-14T18:34:12+00:00,1776191652000,4709.03,8965.04,2588.57,14108.71,-433.98,13674.08,-434.63
2026-04-14T19:41:05+00:00,1776195665000,4814.87,8770.87,2694.41,14108.71,-522.31,13585.74,-522.97
2026-04-14T20:16:36+00:00,1776197796000,4817.87,8769.35,2694.41,14111.71,-523.83,13587.23,-524.48
2026-04-14T21:21:01+00:00,1776201661000,4829.87,8754.67,2694.41,14123.71,-538.51,13584.54,-539.17
2026-04-14T21:48:57+00:00,1776203337000,4829.87,8757.95,2694.41,14123.71,-535.23,13587.82,-535.88
2026-04-14T22:17:58+00:00,1776205078000,4829.87,8758.45,2694.41,14123.71,-534.74,13588.32,-535.39
2026-04-14T22:47:35+00:00,1776206855000,4829.87,8760.52,2694.41,14123.71,-532.66,13590.39,-533.31
2026-04-14T23:16:57+00:00,1776208617000,4829.87,8754.86,2694.41,14123.71,-538.32,13584.73,-538.98
2026-04-15T00:20:41+00:00,1776212441000,4832.87,8753.96,2694.41,14126.71,-539.23,13586.83,-539.88
2026-04-15T01:33:40+00:00,1776216820000,4841.87,8753.01,2694.41,14135.71,-540.17,13594.89,-540.82
2026-04-15T02:06:12+00:00,1776218772000,4841.87,8753.72,2694.41,14135.71,-539.47,13595.59,-540.12
2026-04-15T02:39:56+00:00,1776220796000,4841.87,8703.89,2694.41,14135.71,-589.29,13545.76,-589.95
2026-04-15T03:09:58+00:00,1776222598000,4841.87,8705.75,2694.41,14135.71,-587.44,13547.62,-588.09
2026-04-15T03:40:47+00:00,1776224447000,4841.87,8705.69,2694.41,14135.71,-587.44,13547.57,-588.14
2026-04-15T04:08:54+00:00,1776226134000,4844.87,8715.69,2694.41,14138.71,-577.44,13560.56,-578.15
2026-04-15T04:36:06+00:00,1776227766000,4844.87,8715.68,2694.41,14138.71,-577.45,13560.55,-578.16
2026-04-15T05:06:47+00:00,1776229607000,4844.87,8744.08,2694.41,14138.71,-549.06,13588.95,-549.76
2026-04-15T06:04:48+00:00,1776233088000,4847.87,8744.12,2694.41,14141.71,-549.01,13591.99,-549.72
2026-04-15T06:36:37+00:00,1776234997000,4847.87,8761.76,2694.41,14141.71,-531.37,13609.63,-532.08
2026-04-15T07:01:45+00:00,1776236505000,4847.87,8767.86,2694.41,14141.71,-525.27,13615.74,-525.97
2026-04-15T07:29:55+00:00,1776238195000,4847.87,8778.55,2694.41,14141.71,-514.58,13626.42,-515.29
2026-04-15T07:55:55+00:00,1776239755000,4847.87,8779.58,2694.41,14141.71,-513.55,13627.45,-514.26
2026-04-15T08:49:52+00:00,1776242992000,4851.87,8781.82,2694.41,14146.71,-512.31,13633.69,-513.02
2026-04-15T09:52:32+00:00,1776246752000,4851.87,8781.42,2694.41,14146.71,-512.71,13633.29,-513.42
2026-04-15T10:42:28+00:00,1776249748000,4854.87,8781.42,2694.41,14149.71,-512.71,13636.29,-513.42
2026-04-15T11:31:20+00:00,1776252680000,4857.87,8788.78,2694.41,14152.71,-505.36,13646.65,-506.06
2026-04-15T12:09:55+00:00,1776254995000,4857.87,8788.78,2694.41,14152.71,-505.36,13646.65,-506.06
2026-04-15T15:12:05+00:00,1776265925000,4857.87,8817.68,2694.41,14152.71,-476.45,13675.55,-477.16
2026-04-15T15:41:17+00:00,1776267677000,4857.87,8825.8,2694.41,14152.71,-468.33,13683.67,-469.04
2026-04-15T16:14:20+00:00,1776269660000,4857.87,8813.69,2694.41,14152.71,-480.44,13671.56,-481.15
2026-04-15T16:50:08+00:00,1776271808000,4857.87,8615.68,2694.41,14152.71,-678.45,13473.55,-679.16
2026-04-15T17:26:18+00:00,1776273978000,4857.87,8615.79,2694.41,14152.71,-678.34,13473.66,-679.05
2026-04-15T17:59:12+00:00,1776275952000,4857.87,8527.96,2694.41,14152.71,-766.17,13385.83,-766.88
2026-04-15T18:37:08+00:00,1776278228000,4857.87,8540.76,2694.41,14152.71,-753.37,13398.64,-754.07
2026-04-15T19:08:01+00:00,1776280081000,4857.87,8561.27,2694.41,14152.71,-732.86,13419.14,-733.56
2026-04-15T19:40:10+00:00,1776282010000,4857.87,8608.67,2694.41,14152.71,-685.46,13466.54,-686.17
2026-04-15T20:13:29+00:00,1776284009000,4857.87,8623.51,2694.41,14152.71,-670.62,13481.38,-671.33
2026-04-15T20:45:01+00:00,1776285901000,4857.87,8625.04,2694.41,14152.71,-669.09,13482.91,-669.8
2026-04-15T21:18:06+00:00,1776287886000,4857.87,8616.07,2694.41,14152.71,-678.06,13473.94,-678.76
2026-04-15T21:46:21+00:00,1776289581000,4857.87,8614.71,2694.41,14152.71,-679.42,13472.58,-680.13
2026-04-15T22:20:17+00:00,1776291617000,4860.87,8613.17,2694.41,14155.71,-680.96,13474.04,-681.67
2026-04-15T22:49:34+00:00,1776293374000,4860.87,8613.17,2694.41,14155.71,-680.96,13474.04,-681.67
2026-04-15T23:24:25+00:00,1776295465000,4860.87,8588.03,2694.41,14155.71,-706.1,13448.9,-706.81
2026-04-15T23:57:01+00:00,1776297421000,4860.87,8595.98,2694.41,14155.71,-698.15,13456.85,-698.86
2026-04-16T00:33:28+00:00,1776299608000,4860.87,8596.39,2694.41,14155.71,-697.74,13457.26,-698.45
2026-04-16T01:46:32+00:00,1776303992000,4860.87,8596.17,2694.41,14155.71,-697.96,13457.04,-698.66
2026-04-16T02:50:20+00:00,1776307820000,4860.87,8596.17,2694.41,14155.71,-697.96,13457.04,-698.66
2026-04-16T03:59:12+00:00,1776311952000,4860.87,8597.91,2694.41,14155.71,-696.22,13458.79,-696.92
2026-04-16T04:35:17+00:00,1776314117000,4860.87,8599.46,2694.41,14155.71,-694.67,13460.34,-695.37
2026-04-16T05:04:34+00:00,1776315874000,4860.87,8599.46,2694.41,14155.71,-694.67,13460.34,-695.37
2026-04-16T06:05:08+00:00,1776319508000,4860.87,8599.44,2694.41,14155.71,-694.69,13460.31,-695.39
2026-04-16T06:36:22+00:00,1776321382000,4866.87,8582.72,2694.41,14161.71,-711.41,13449.59,-712.12
2026-04-16T07:12:48+00:00,1776323568000,4866.87,8585.01,2694.41,14161.71,-709.13,13451.88,-709.83
2026-04-16T07:48:29+00:00,1776325709000,4866.87,8577.23,2694.41,14161.71,-716.9,13444.1,-717.61
2026-04-16T08:23:00+00:00,1776327780000,4870.87,8578.34,2694.41,14166.71,-716.79,13449.22,-717.49
2026-04-16T08:54:28+00:00,1776329668000,4870.87,8577.57,2694.41,14166.71,-717.56,13448.44,-718.26
2026-04-16T09:26:51+00:00,1776331611000,4870.87,8573.53,2694.41,14166.71,-721.6,13444.41,-722.3
2026-04-16T10:07:12+00:00,1776334032000,4870.87,8573.53,2694.41,14166.71,-721.6,13444.41,-722.3
2026-04-16T10:51:51+00:00,1776336711000,4870.87,8573.52,2694.41,14166.71,-721.61,13444.4,-722.31
2026-04-16T11:26:33+00:00,1776338793000,4873.87,8660.62,2694.41,14169.71,-634.51,13534.49,-635.22
2026-04-16T11:37:38+00:00,1776339458000,4873.87,8665.18,2694.41,14169.71,-629.95,13539.06,-630.65
2026-04-16T12:05:52+00:00,1776341152000,4873.87,8663.03,2694.41,14169.71,-632.1,13536.9,-632.81
2026-04-16T12:38:48+00:00,1776343128000,4873.87,8670.68,2694.41,14169.71,-624.45,13544.55,-625.16
2026-04-16T13:12:30+00:00,1776345150000,4873.87,8671.03,2694.41,14169.71,-624.1,13544.9,-624.8
2026-04-16T13:46:12+00:00,1776347172000,4873.87,8669.32,2694.41,14169.71,-625.81,13543.2,-626.51
2026-04-16T14:21:22+00:00,1776349282000,4873.87,8669.77,2694.41,14169.71,-625.37,13543.64,-626.07
2026-04-16T14:51:15+00:00,1776351075000,4873.87,8688.46,2694.41,14169.71,-606.67,13562.33,-607.38
2026-04-16T15:34:29+00:00,1776353669000,4873.87,8688.98,2694.41,14169.71,-606.15,13562.86,-606.85
2026-04-16T17:26:51+00:00,1776360411000,4873.87,8679.89,2694.41,14169.71,-615.24,13553.76,-615.95
2026-04-16T17:59:11+00:00,1776362351000,3875.87,8679.89,2694.41,13171.71,-615.24,12555.76,-615.95
2026-04-16T18:35:47+00:00,1776364547000,3875.87,8656.88,2694.41,13171.71,-638.25,12532.75,-638.96
2026-04-16T19:06:03+00:00,1776366363000,3875.87,8556.15,2694.41,13171.71,-739.02,12432.02,-739.68
2026-04-16T19:42:45+00:00,1776368565000,3875.87,8536.73,2694.41,13171.71,-758.44,12412.6,-759.11
2026-04-16T20:09:56+00:00,1776370196000,3890.87,8535.41,2694.41,13186.71,-759.76,12426.28,-760.43
2026-04-16T20:45:09+00:00,1776372309000,3905.87,8416.87,2694.41,13201.71,-878.3,12322.74,-878.97
2026-04-16T21:19:47+00:00,1776374387000,3905.87,8327.98,2694.41,13201.71,-967.19,12233.85,-967.85
2026-04-16T21:48:14+00:00,1776376094000,3914.87,8335.85,2694.41,13210.71,-959.32,12250.72,-959.99
2026-04-16T22:51:32+00:00,1776379892000,3920.87,8374.16,2694.41,13216.71,-921.01,12295.03,-921.68
2026-04-16T23:23:07+00:00,1776381787000,3920.87,8377.99,2694.41,13216.71,-917.18,12298.86,-917.85
2026-04-17T00:00:21+00:00,1776384021000,3923.87,8377.54,2694.41,13219.71,-917.63,12301.41,-918.3
2026-04-17T00:39:14+00:00,1776386354000,3923.87,8375.3,2694.41,13219.71,-919.87,12299.17,-920.53
2026-04-17T01:30:37+00:00,1776389437000,3926.87,8387.76,2694.41,13222.71,-907.41,12314.63,-908.08
2026-04-17T02:09:00+00:00,1776391740000,3929.87,8387.76,2694.41,13225.71,-907.41,12317.63,-908.08
2026-04-17T02:46:18+00:00,1776393978000,3929.87,8387.76,2694.41,13225.71,-907.41,12317.63,-908.08
2026-04-17T03:20:21+00:00,1776396021000,3932.87,8387.76,2694.41,13228.71,-907.41,12320.63,-908.08
2026-04-17T03:48:51+00:00,1776397731000,3932.87,8356.07,2694.41,13228.71,-939.09,12288.95,-939.76
2026-04-17T04:20:17+00:00,1776399617000,3932.87,8356.1,2694.41,13228.71,-939.07,12288.97,-939.74
2026-04-17T04:48:11+00:00,1776401291000,3932.87,8373.25,2694.41,13228.71,-921.92,12306.12,-922.59
2026-04-17T05:18:10+00:00,1776403090000,3932.87,8373.23,2694.41,13228.71,-921.93,12306.11,-922.6
2026-04-17T05:45:16+00:00,1776404716000,3938.87,8373.23,2694.41,13234.71,-921.93,12312.11,-922.6
2026-04-17T06:17:12+00:00,1776406632000,3938.87,8372.91,2694.41,13234.71,-922.26,12311.78,-922.92
2026-04-17T06:53:14+00:00,1776408794000,3941.87,8355.98,2694.41,13237.71,-939.18,12297.85,-939.85
2026-04-17T07:30:39+00:00,1776411039000,3944.87,8327.41,2694.41,13240.71,-967.76,12272.28,-968.43
2026-04-17T08:08:47+00:00,1776413327000,3957.87,8328.22,2694.41,13254.71,-967.94,12286.09,-968.61
2026-04-17T08:40:18+00:00,1776415218000,3960.87,8300.3,2694.41,13257.71,-995.87,12261.17,-996.54
2026-04-17T09:10:57+00:00,1776417057000,3960.87,8301.75,2694.41,13257.71,-994.41,12262.63,-995.08
2026-04-17T09:52:42+00:00,1776419562000,3963.87,8301.75,2694.41,13260.71,-994.41,12265.63,-995.08
2026-04-17T11:04:47+00:00,1776423887000,3966.87,8301.89,2694.41,13263.71,-994.28,12268.76,-994.95
2026-04-17T11:36:53+00:00,1776425813000,3966.87,8301.89,2694.41,13263.71,-994.28,12268.76,-994.95
2026-04-17T11:45:10+00:00,1776426310000,3972.87,8301.7,2694.41,13269.71,-994.46,12274.58,-995.13
2026-04-17T12:19:07+00:00,1776428347000,3972.87,8301.64,2694.41,13269.71,-994.52,12274.52,-995.19
2026-04-17T12:53:16+00:00,1776430396000,3972.87,8270.07,2694.41,13269.71,-1026.1,12242.94,-1026.77
2026-04-17T13:26:08+00:00,1776432368000,3978.87,8336.71,2694.41,13275.71,-959.46,12315.58,-960.13
2026-04-17T13:57:58+00:00,1776434278000,3978.87,8336.71,2694.41,13275.71,-959.46,12315.58,-960.13
2026-04-17T14:31:05+00:00,1776436265000,4339.32,8154.44,2794.92,13306.39,-811.97,12493.75,-812.64
2026-04-17T16:14:56+00:00,1776442496000,4370.52,7531.06,2722.78,13375.37,-1473.12,11901.57,-1473.79
2026-04-17T16:49:20+00:00,1776444560000,4370.52,7484.93,2722.78,13375.37,-1519.25,11855.45,-1519.92
2026-04-17T17:22:53+00:00,1776446573000,4370.52,7454.69,2722.78,13375.37,-1549.49,11825.21,-1550.16
2026-04-17T17:53:05+00:00,1776448385000,4370.52,7531.31,2722.78,13375.37,-1472.87,11901.83,-1473.54
2026-04-17T18:27:03+00:00,1776450423000,4370.52,7646.5,2722.78,13375.37,-1357.68,12017.01,-1358.35
2026-04-17T18:58:52+00:00,1776452332000,4373.52,7652.67,2722.78,13378.37,-1351.5,12026.19,-1352.17
2026-04-17T19:32:07+00:00,1776454327000,4373.52,7646.43,2722.78,13378.37,-1357.75,12019.95,-1358.42
2026-04-17T20:05:03+00:00,1776456303000,4376.52,7611.12,2722.78,13381.37,-1393.06,11987.64,-1393.73
2026-04-17T20:36:46+00:00,1776458206000,4572.88,7532.56,2722.78,13577.73,-1471.62,12105.44,-1472.29
2026-04-17T21:34:58+00:00,1776461698000,4572.88,7585.57,2722.78,13577.73,-1418.61,12158.45,-1419.28
2026-04-17T22:05:20+00:00,1776463520000,4575.88,7627.18,2722.78,13580.73,-1377.0,12203.06,-1377.67
2026-04-17T22:38:00+00:00,1776465480000,4575.88,7625.54,2722.78,13580.73,-1378.64,12201.42,-1379.31
2026-04-17T23:17:12+00:00,1776467832000,4578.88,7597.94,2722.78,13583.73,-1406.24,12176.82,-1406.91
2026-04-17T23:53:59+00:00,1776470039000,4578.88,7597.64,2722.78,13583.73,-1406.54,12176.52,-1407.21
2026-04-18T00:34:52+00:00,1776472492000,4578.88,7653.42,2722.78,13583.73,-1350.76,12232.3,-1351.43
2026-04-18T01:07:06+00:00,1776474426000,4578.88,7610.4,2722.78,13583.73,-1393.78,12189.28,-1394.45
2026-04-18T01:41:15+00:00,1776476475000,4584.88,7593.81,2722.78,13589.73,-1410.37,12178.69,-1411.04
2026-04-18T02:26:19+00:00,1776479179000,4587.88,7609.64,2722.78,13592.73,-1394.53,12197.52,-1395.2
2026-04-18T03:04:24+00:00,1776481464000,4596.88,7606.89,2722.78,13601.73,-1397.29,12203.77,-1397.96
2026-04-18T03:39:10+00:00,1776483550000,4596.88,7606.89,2722.78,13601.73,-1397.29,12203.77,-1397.96
2026-04-18T04:10:07+00:00,1776485407000,4596.88,7605.6,2722.78,13601.73,-1398.58,12202.48,-1399.25
2026-04-18T04:44:24+00:00,1776487464000,4596.88,7605.29,2722.78,13601.73,-1398.89,12202.17,-1399.55
2026-04-18T05:16:58+00:00,1776489418000,4596.88,7605.29,2722.78,13601.73,-1398.89,12202.17,-1399.55
2026-04-18T06:16:59+00:00,1776493019000,4596.88,7603.07,2722.78,13601.73,-1401.11,12199.94,-1401.78
2026-04-18T07:18:59+00:00,1776496739000,4599.88,7596.05,2722.78,13604.73,-1408.13,12195.93,-1408.8
